epoch,accuracy,loss,val_accuracy,val_loss
0,0.5345179438591003,1.6106206178665161,0.8277305960655212,1.6065573692321777
1,0.5259516835212708,1.6096930503845215,0.07343815267086029,1.6103401184082031
2,0.020787442103028297,1.6097297668457031,0.025393078103661537,1.6105786561965942
3,0.07251130044460297,1.6097155809402466,0.07343815267086029,1.6071032285690308
4,0.19475582242012024,1.6097111701965332,0.06612860411405563,1.6102474927902222
5,0.17746014893054962,1.609729290008545,0.007309551816433668,1.6095354557037354
6,0.018388891592621803,1.6096969842910767,0.007309551816433668,1.6098027229309082
7,0.4526408612728119,1.6096796989440918,0.06612860411405563,1.610515832901001
